,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
693179,Jovem,18.0,,Parda,Espanhol,Não,Não
1062325,Jovem,17.0,,Parda,Espanhol,Não,Não
864790,Jovem,16.0,2561.1,Parda,Inglês,Não,Sim
684810,Jovem,17.0,1927.4,Amarela,Inglês,"Sim, um",Sim
136674,Adulto,20.0,2090.2,Parda,Espanhol,"Sim, um",Sim
620927,Adulto,20.0,,Parda,Inglês,Não,Não
80812,Jovem,16.0,2651.7,Parda,Inglês,"Sim, um",Sim
604672,Jovem,17.0,2469.1,Branca,Espanhol,Não,Não
990851,Jovem,17.0,2195.8999999999996,Parda,Espanhol,Não,Não
1054847,Jovem,17.0,2050.5,Parda,Inglês,"Sim, um",Sim
1086442,Adulto,40.0,,Parda,Espanhol,"Sim, um",Sim
720363,Jovem,18.0,2173.8999999999996,Parda,Espanhol,Não,Não
570479,Adulto,23.0,2513.0,Preta,Inglês,Não,Sim
106404,Jovem,17.0,2285.3,Branca,Espanhol,"Sim, um",Sim
235117,Jovem,17.0,2462.7,Branca,Inglês,"Sim, um",Sim
174153,Jovem,17.0,1603.6000000000001,Preta,Inglês,"Sim, um",Sim
934516,Jovem,18.0,2174.2,Parda,Espanhol,Não,Sim
713417,Jovem,17.0,2019.4,Parda,Espanhol,Não,Não
629076,Jovem,17.0,2905.1,Branca,Inglês,Não,Não
966532,Jovem,17.0,2636.8,Parda,Espanhol,Não,Não
825611,Jovem,18.0,2802.2,Amarela,Espanhol,Não,Sim
181771,Jovem,18.0,2185.0,Parda,Inglês,Não,Não
848761,Jovem,17.0,2943.0,Parda,Espanhol,Não,Sim
392203,Adulto,19.0,,Parda,Inglês,Não,Não
467364,Jovem,17.0,2368.2,Não declarado,Espanhol,"Sim, um",Sim
807264,Jovem,17.0,2560.3999999999996,Branca,Inglês,"Sim, um",Sim
585961,Jovem,18.0,2796.7,Branca,Inglês,Não,Sim
1183956,Jovem,18.0,2804.2,Branca,Inglês,"Sim, um",Sim
1244623,Adulto,24.0,2734.3999999999996,Branca,Inglês,"Sim, um",Sim
1178360,Jovem,18.0,2549.1,Branca,Inglês,"Sim, um",Sim
923904,Adulto,19.0,2138.5,Amarela,Inglês,Não,Não
210512,Jovem,17.0,2847.7,Branca,Inglês,"Sim, um",Sim
144301,Adulto,20.0,1891.7,Amarela,Espanhol,Não,Sim
231360,Jovem,17.0,3094.2,Parda,Inglês,"Sim, um",Sim
720353,Jovem,17.0,2484.6000000000004,Branca,Inglês,"Sim, um",Sim
993366,Jovem,18.0,2066.4,Parda,Espanhol,Não,Não
65935,Adulto,19.0,,Branca,Inglês,Não,Não
1047962,Adulto,19.0,,Preta,Inglês,Não,Não
658269,Jovem,18.0,2490.1000000000004,Branca,Inglês,Não,Sim
379148,Adulto,41.0,,Parda,Espanhol,Não,Sim
208391,Jovem,17.0,,Preta,Inglês,Não,Não
528838,Jovem,18.0,2471.3,Amarela,Espanhol,Não,Sim
60493,Jovem,17.0,1925.3000000000002,Branca,Inglês,"Sim, dois",Sim
1195763,Jovem,17.0,2188.0,Preta,Inglês,Não,Sim
1036368,Jovem,18.0,2899.9,Parda,Espanhol,Não,Sim
522547,Adulto,30.0,2567.6000000000004,Parda,Espanhol,Não,Não
1247115,Adulto,20.0,,Parda,Inglês,Não,Sim
678774,Jovem,17.0,2769.7,Branca,Espanhol,Não,Sim
315943,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
87055,Jovem,18.0,2450.8,Parda,Inglês,"Sim, um",Sim
1157388,Jovem,17.0,2419.1,Branca,Inglês,"Sim, um",Sim
519063,Jovem,17.0,,Branca,Espanhol,Não,Sim
685878,Jovem,17.0,2615.4,Parda,Inglês,Não,Não
737023,Jovem,18.0,2990.0,Branca,Inglês,"Sim, um",Sim
362633,Jovem,18.0,2049.2,Branca,Espanhol,"Sim, um",Sim
762303,Adulto,19.0,2922.3,Preta,Inglês,Não,Sim
514417,Jovem,17.0,2212.4,Parda,Espanhol,Não,Sim
694582,Jovem,17.0,2465.8,Branca,Inglês,Não,Não
292601,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
934260,Jovem,17.0,2343.3999999999996,Branca,Inglês,Não,Sim
564634,Jovem,18.0,3196.9,Parda,Inglês,Não,Não
1094135,Jovem,17.0,2815.2999999999997,Branca,Inglês,"Sim, um",Sim
1026532,Jovem,18.0,1891.3000000000002,Parda,Espanhol,Não,Sim
1057735,Jovem,17.0,2770.4,Branca,Inglês,"Sim, dois",Sim
71753,Jovem,17.0,2933.7,Parda,Inglês,Não,Não
497198,Jovem,18.0,2309.7,Preta,Inglês,Não,Não
698422,Jovem,17.0,1768.6999999999998,Branca,Espanhol,Não,Não
811750,Jovem,17.0,2823.6,Parda,Espanhol,"Sim, um",Sim
100718,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
939227,Adulto,21.0,,Branca,Inglês,Não,Não
709025,Adulto,19.0,2120.0,Parda,Inglês,Não,Sim
656873,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
824189,Adulto,25.0,,Branca,Espanhol,Não,Não
387746,Jovem,16.0,2449.1000000000004,Preta,Inglês,"Sim, um",Sim
962759,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
1034627,Jovem,18.0,2715.1000000000004,Branca,Inglês,"Sim, um",Sim
673723,Jovem,18.0,2248.1000000000004,Parda,Inglês,Não,Não
623153,Adulto,21.0,,Parda,Inglês,Não,Não
1214868,Adulto,21.0,2250.2999999999997,Parda,Espanhol,"Sim, um",Sim
644827,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
708847,Jovem,18.0,2045.7,Parda,Espanhol,"Sim, um",Sim
739385,Jovem,18.0,,Preta,Inglês,Não,Sim
603327,Adulto,21.0,2227.4,Branca,Espanhol,Não,Não
347471,Jovem,17.0,2534.5,Branca,Inglês,"Sim, dois",Sim
126390,Jovem,18.0,2499.8,Branca,Inglês,Não,Sim
615610,Adulto,21.0,2456.9,Parda,Inglês,"Sim, um",Sim
1058789,Jovem,18.0,2189.4,Branca,Espanhol,Não,Sim
661437,Jovem,17.0,2817.5,Preta,Espanhol,"Sim, um",Sim
735547,Jovem,18.0,2465.2,Branca,Inglês,Não,Sim
795558,Jovem,18.0,1745.7,Branca,Espanhol,Não,Não
536510,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
260192,Jovem,17.0,2831.6,Parda,Inglês,"Sim, dois",Sim
656519,Adulto,37.0,2018.1,Branca,Espanhol,"Sim, dois",Não
853012,Jovem,17.0,2521.1,Preta,Inglês,Não,Sim
602012,Jovem,18.0,2561.8999999999996,Branca,Espanhol,Não,Sim
850249,Jovem,17.0,2873.3,Branca,Inglês,Não,Sim
415030,Jovem,17.0,2329.4,Parda,Espanhol,Não,Não
749816,Jovem,18.0,3096.3,Branca,Espanhol,"Sim, um",Sim
366907,Jovem,18.0,3185.0,Parda,Inglês,"Sim, dois",Sim
422262,Adulto,19.0,1649.0,Preta,Espanhol,Não,Não
846700,Adulto,20.0,2131.2,Parda,Inglês,"Sim, um",Sim
799585,Adulto,19.0,2695.6,Parda,Espanhol,"Sim, um",Sim
377755,Jovem,17.0,2412.8,Preta,Inglês,Não,Sim
823983,Jovem,17.0,,Branca,Inglês,Não,Não
483935,Jovem,18.0,2229.0,Não declarado,Inglês,Não,Não
692365,Jovem,18.0,2180.7000000000003,Parda,Inglês,"Sim, um",Sim
128470,Jovem,17.0,2334.9,Parda,Espanhol,Não,Sim
749344,Jovem,18.0,2285.3,Parda,Inglês,Não,Não
53372,Jovem,17.0,2320.5,Branca,Espanhol,Não,Sim
1040999,Jovem,17.0,2718.9,Branca,Espanhol,"Sim, um",Sim
684579,Jovem,18.0,1842.3999999999999,Parda,Espanhol,Não,Sim
761052,Adulto,45.0,2502.2,Parda,Espanhol,"Sim, dois",Sim
307235,Jovem,18.0,2129.5,Parda,Inglês,"Sim, um",Sim
250609,Jovem,17.0,2692.2000000000003,Parda,Espanhol,"Sim, um",Sim
813248,Jovem,17.0,2982.1,Não declarado,Inglês,"Sim, três",Sim
853609,Adulto,20.0,,Amarela,Inglês,"Sim, um",Sim
610404,Jovem,17.0,2526.8,Parda,Inglês,Não,Não
36376,Jovem,17.0,2471.5,Não declarado,Espanhol,"Sim, um",Sim
167723,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
297044,Adulto,19.0,2354.9,Branca,Espanhol,"Sim, um",Sim
154469,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1078703,Jovem,17.0,2397.0,Parda,Inglês,Não,Sim
413777,Jovem,17.0,3222.2,Parda,Inglês,"Sim, um",Sim
119343,Jovem,17.0,2680.9,Preta,Espanhol,"Sim, um",Sim
58540,Jovem,17.0,2565.3,Parda,Espanhol,Não,Sim
457402,Adulto,20.0,2370.9,Branca,Espanhol,Não,Sim
489193,Jovem,16.0,3375.1000000000004,Parda,Espanhol,Não,Sim
225152,Jovem,18.0,2323.8,Branca,Espanhol,"Sim, três",Sim
176962,Jovem,18.0,3130.2,Branca,Espanhol,"Sim, um",Sim
337663,Jovem,17.0,2364.3999999999996,Preta,Espanhol,Não,Não
444117,Adulto,19.0,2777.0,Branca,Inglês,"Sim, dois",Sim
174378,Jovem,17.0,2143.2,Branca,Espanhol,"Sim, um",Sim
341548,Jovem,18.0,2569.2,Parda,Inglês,Não,Sim
125579,Adulto,22.0,2359.6,Branca,Espanhol,Não,Sim
413756,Adulto,19.0,,Parda,Inglês,"Sim, um",Sim
480182,Jovem,17.0,2072.6,Parda,Espanhol,Não,Não
130878,Jovem,17.0,2654.4,Branca,Inglês,"Sim, um",Sim
1230769,Jovem,18.0,2326.0,Branca,Espanhol,Não,Sim
431847,Adulto,19.0,,Branca,Inglês,Não,Não
890127,Adulto,22.0,2132.6,Branca,Espanhol,Não,Não
504766,Adulto,19.0,,Branca,Espanhol,Não,Sim
869124,Jovem,18.0,2137.2,Preta,Espanhol,Não,Sim
403085,Jovem,18.0,2726.6,Preta,Inglês,"Sim, um",Sim
714826,Jovem,17.0,2867.9,Branca,Espanhol,"Sim, um",Sim
661828,Adulto,19.0,2100.0,Parda,Espanhol,Não,Não
152588,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
239048,Jovem,17.0,3296.9,Branca,Inglês,"Sim, dois",Sim
515220,Jovem,18.0,,Amarela,Espanhol,Não,Sim
1065251,Jovem,17.0,2194.3,Preta,Inglês,"Sim, um",Sim
241313,Jovem,18.0,2367.6,Parda,Espanhol,"Sim, dois",Sim
788268,Jovem,17.0,2273.0,Parda,Espanhol,"Sim, um",Sim
1030240,Jovem,18.0,2622.3,Parda,Espanhol,"Sim, um",Sim
397379,Jovem,17.0,2027.9,Branca,Espanhol,"Sim, um",Sim
1147227,Jovem,18.0,,Branca,Espanhol,Não,Sim
1188736,Adulto,28.0,,Parda,Inglês,Não,Sim
223448,Jovem,18.0,2434.3,Parda,Inglês,Não,Sim
222686,Jovem,17.0,2398.3,Parda,Espanhol,"Sim, um",Sim
259318,Jovem,18.0,2270.1,Branca,Espanhol,"Sim, dois",Sim
823568,Jovem,18.0,2645.3,Preta,Espanhol,Não,Sim
551059,Jovem,18.0,3071.4,Branca,Espanhol,Não,Não
1209780,Jovem,18.0,,Branca,Inglês,Não,Sim
1041256,Jovem,17.0,2584.3999999999996,Branca,Inglês,"Sim, um",Sim
1039975,Jovem,17.0,2508.7999999999997,Parda,Espanhol,"Sim, um",Não
349374,Jovem,17.0,2723.8999999999996,Parda,Inglês,"Sim, um",Sim
52036,Adulto,20.0,2001.3,Branca,Espanhol,Não,Sim
677945,Jovem,18.0,,Parda,Espanhol,Não,Não
175618,Jovem,17.0,,Parda,Espanhol,Não,Sim
439585,Jovem,17.0,2277.5,Branca,Espanhol,Não,Sim
383409,Jovem,18.0,2014.6999999999998,Parda,Espanhol,Não,Não
366289,Jovem,18.0,2433.3,Branca,Espanhol,Não,Sim
947199,Adulto,20.0,2001.3,Parda,Espanhol,"Sim, um",Sim
833960,Adulto,19.0,2587.3999999999996,Branca,Inglês,"Sim, um",Sim
361235,Jovem,18.0,2654.6,Branca,Espanhol,Não,Não
1107000,Jovem,17.0,2360.9,Parda,Inglês,Não,Sim
133519,Jovem,17.0,2240.2,Parda,Inglês,"Sim, um",Sim
1207834,Jovem,18.0,2341.5,Amarela,Espanhol,Não,Sim
45070,Jovem,17.0,2332.5,Branca,Espanhol,"Sim, um",Sim
466792,Jovem,18.0,2689.2,Parda,Espanhol,"Sim, um",Não
272769,Jovem,18.0,2696.8999999999996,Parda,Espanhol,Não,Sim
219513,Adulto,19.0,2081.6000000000004,Parda,Espanhol,Não,Sim
1067870,Jovem,17.0,2501.6,Parda,Inglês,Não,Sim
748309,Jovem,18.0,2501.7,Parda,Inglês,"Sim, um",Sim
308802,Jovem,18.0,3344.7,Não declarado,Espanhol,"Sim, um",Sim
167272,Jovem,18.0,2532.5,Parda,Espanhol,"Sim, um",Sim
623053,Jovem,17.0,3037.9,Branca,Espanhol,"Sim, um",Sim
640375,Jovem,17.0,2286.1,Branca,Espanhol,Não,Sim
87211,Jovem,17.0,3385.3999999999996,Branca,Inglês,"Sim, um",Sim
230650,Jovem,17.0,2443.1,Não declarado,Inglês,Não,Sim
314863,Adulto,19.0,2522.0,Parda,Espanhol,"Sim, um",Sim
172625,Jovem,17.0,2063.0,Parda,Inglês,Não,Sim
358095,Jovem,17.0,1849.0,Parda,Espanhol,Não,Sim
450070,Jovem,17.0,,Parda,Espanhol,Não,Sim
758213,Jovem,17.0,2393.3,Branca,Espanhol,Não,Sim
947195,Adulto,25.0,,Parda,Espanhol,Não,Não
918060,Jovem,17.0,2142.2,Parda,Inglês,"Sim, um",Sim
1095206,Jovem,17.0,2850.6000000000004,Parda,Inglês,Não,Sim
1013148,Adulto,20.0,2469.5,Parda,Inglês,Não,Sim
849000,Jovem,18.0,2494.3999999999996,Parda,Espanhol,Não,Sim
202045,Jovem,17.0,2274.1,Preta,Espanhol,"Sim, um",Sim
1201927,Jovem,18.0,2864.9,Parda,Inglês,Não,Não
209959,Jovem,18.0,2724.0,Branca,Inglês,"Sim, um",Sim
922378,Jovem,17.0,2745.4,Branca,Inglês,"Sim, dois",Sim
537247,Jovem,17.0,2863.8,Branca,Espanhol,"Sim, um",Sim
743052,Jovem,17.0,2248.4,Preta,Espanhol,"Sim, um",Sim
765789,Jovem,18.0,2220.2,Preta,Espanhol,Não,Não
716736,Jovem,18.0,2078.0,Parda,Espanhol,Não,Não
1226581,Jovem,18.0,,Não declarado,Espanhol,"Sim, três",Sim
1094991,Jovem,17.0,2434.2,Branca,Inglês,"Sim, um",Sim
539916,Jovem,18.0,2690.8,Parda,Espanhol,Não,Não
666243,Jovem,18.0,2797.5,Branca,Inglês,"Sim, um",Sim
440954,Jovem,18.0,2078.2,Parda,Espanhol,Não,Não
572629,Jovem,18.0,,Branca,Espanhol,"Sim, dois",Sim
308744,Adulto,19.0,2015.9,Parda,Espanhol,Não,Não
145205,Jovem,17.0,3178.9,Parda,Espanhol,"Sim, um",Sim
474981,Jovem,17.0,1830.3000000000002,Parda,Espanhol,Não,Não
185315,Adulto,19.0,,Parda,Espanhol,Não,Sim
27946,Jovem,17.0,3006.5,Preta,Inglês,"Sim, um",Sim
470861,Jovem,18.0,2687.9,Parda,Espanhol,Não,Sim
689574,Jovem,17.0,2737.2999999999997,Parda,Espanhol,Não,Não
550666,Jovem,18.0,,Parda,Espanhol,Não,Não
1174096,Adulto,19.0,2562.7,Parda,Espanhol,"Sim, um",Não
366106,Jovem,17.0,2863.8,Parda,Espanhol,Não,Sim
1210632,Jovem,18.0,,Parda,Espanhol,Não,Não
827572,Jovem,18.0,2709.3,Não declarado,Inglês,Não,Sim
13715,Adulto,19.0,,Preta,Inglês,"Sim, um",Sim
378956,Adulto,19.0,,Parda,Espanhol,Não,Sim
90788,Jovem,17.0,,Parda,Inglês,Não,Sim
984770,Adulto,20.0,2157.4,Branca,Espanhol,Não,Sim
619801,Jovem,18.0,2405.5,Parda,Espanhol,"Sim, um",Não
976385,Jovem,17.0,2846.8,Parda,Espanhol,"Sim, um",Sim
814889,Jovem,17.0,2291.3999999999996,Branca,Espanhol,"Sim, um",Sim
472383,Jovem,18.0,3363.0,Branca,Inglês,"Sim, dois",Sim
952464,Jovem,18.0,2287.6,Parda,Espanhol,Não,Sim
74484,Jovem,18.0,2731.6,Parda,Espanhol,"Sim, um",Sim
632183,Jovem,17.0,2651.1,Branca,Espanhol,"Sim, um",Sim
669581,Jovem,18.0,2570.2,Parda,Espanhol,"Sim, um",Sim
171305,Jovem,18.0,2612.4,Parda,Inglês,Não,Sim
1140862,Adulto,19.0,1851.1,Preta,Inglês,Não,Não
1019464,Jovem,18.0,2594.2000000000003,Parda,Inglês,"Sim, um",Sim
949205,Adulto,27.0,2155.6,Parda,Espanhol,Não,Sim
853013,Jovem,18.0,2040.9,Parda,Espanhol,Não,Sim
1165726,Jovem,18.0,,Branca,Inglês,"Sim, dois",Sim
2582,Adulto,19.0,2392.9,Preta,Espanhol,Não,Sim
976479,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
762324,Adulto,20.0,,Parda,Inglês,Não,Não
722962,Adulto,19.0,2244.5,Não declarado,Espanhol,Não,Não
605482,Jovem,17.0,2718.6000000000004,Parda,Espanhol,Não,Sim
957450,Jovem,18.0,2931.9,Parda,Espanhol,"Sim, um",Sim
242667,Jovem,17.0,2451.4,Branca,Espanhol,"Sim, um",Sim
137034,Jovem,18.0,2165.2000000000003,Parda,Inglês,"Sim, um",Sim
284529,Adulto,19.0,3159.6000000000004,Parda,Inglês,"Sim, um",Sim
99739,Jovem,17.0,2788.7000000000003,Branca,Inglês,"Sim, um",Sim
785644,Jovem,18.0,2145.8,Preta,Inglês,Não,Não
62981,Jovem,17.0,2404.2,Parda,Espanhol,Não,Sim
917113,Jovem,17.0,2702.9,Branca,Inglês,"Sim, um",Sim
1157117,Adulto,19.0,,Parda,Inglês,Não,Sim
64407,Jovem,17.0,2583.0,Preta,Espanhol,"Sim, um",Sim
1015490,Jovem,18.0,2549.2,Parda,Inglês,Não,Sim
816231,Jovem,17.0,3082.8,Branca,Inglês,"Sim, dois",Sim
767418,Jovem,16.0,2837.8,Branca,Inglês,Não,Sim
450683,Jovem,17.0,2444.9,Parda,Espanhol,Não,Sim
991608,Jovem,17.0,2706.1000000000004,Parda,Espanhol,Não,Não
305290,Adulto,19.0,2345.3,Preta,Espanhol,Não,Sim
1174253,Jovem,18.0,,Branca,Espanhol,Não,Sim
4985,Jovem,17.0,,Branca,Espanhol,Não,Sim
436101,Jovem,18.0,,Parda,Inglês,Não,Sim
784922,Jovem,18.0,2677.8,Branca,Inglês,"Sim, um",Sim
1157185,Jovem,18.0,2259.7,Parda,Inglês,Não,Sim
188687,Jovem,17.0,2579.5,Parda,Espanhol,Não,Não
543933,Adulto,36.0,,Parda,Inglês,Não,Sim
153884,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
623387,Jovem,18.0,3360.2,Branca,Inglês,"Sim, um",Sim
625207,Jovem,18.0,,Parda,Espanhol,Não,Não
783411,Jovem,18.0,2553.9,Parda,Espanhol,"Sim, um",Sim
15482,Jovem,17.0,2728.8999999999996,Branca,Inglês,"Sim, um",Sim
1123375,Jovem,17.0,2041.0,Preta,Inglês,Não,Não
860816,Jovem,18.0,2502.8,Branca,Espanhol,"Sim, um",Sim
615416,Jovem,18.0,,Parda,Inglês,Não,Sim
1006065,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
609970,Jovem,18.0,2607.3,Parda,Inglês,"Sim, um",Sim
744645,Adulto,50.0,,Branca,Espanhol,Não,Não
435711,Jovem,18.0,2416.1,Branca,Inglês,Não,Sim
1213473,Jovem,18.0,2056.1,Parda,Espanhol,Não,Sim
1107841,Adulto,36.0,1558.6000000000001,Parda,Espanhol,Não,Sim
874515,Jovem,18.0,2213.9,Parda,Inglês,Não,Sim
244089,Jovem,17.0,2476.6,Não declarado,Inglês,"Sim, um",Sim
969054,Jovem,18.0,2540.7,Preta,Espanhol,Não,Sim
45046,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
506184,Jovem,17.0,2443.8999999999996,Branca,Inglês,"Sim, um",Sim
348307,Adulto,30.0,2241.2,Parda,Espanhol,Não,Sim
885955,Jovem,17.0,2266.8,Parda,Inglês,"Sim, um",Sim
543403,Adulto,23.0,,Parda,Espanhol,Não,Não
272435,Jovem,17.0,2769.3,Parda,Espanhol,Não,Sim
545773,Adulto,19.0,,Parda,Espanhol,Não,Não
628034,Jovem,17.0,2520.9,Branca,Espanhol,Não,Sim
59159,Adulto,26.0,,Preta,Inglês,Não,Sim
542616,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
913476,Jovem,17.0,,Branca,Espanhol,Não,Sim
97900,Jovem,18.0,2547.6,Branca,Inglês,Não,Sim
280495,Jovem,18.0,2800.1,Preta,Inglês,Não,Não
1157436,Jovem,17.0,2709.8,Preta,Inglês,Não,Sim
489729,Jovem,17.0,2341.4,Preta,Espanhol,Não,Não
451084,Jovem,17.0,2960.7,Branca,Espanhol,Não,Sim
1237344,Adulto,28.0,2260.7,Branca,Espanhol,Não,Não
372805,Jovem,18.0,2489.5,Preta,Inglês,Não,Não
903496,Adulto,19.0,2368.2,Não declarado,Espanhol,Não,Não
546271,Jovem,18.0,2500.0,Parda,Inglês,Não,Sim
373937,Adulto,31.0,,Parda,Espanhol,Não,Sim
113631,Jovem,17.0,2888.0,Preta,Inglês,"Sim, um",Sim
573298,Jovem,18.0,2489.3,Parda,Espanhol,Não,Não
935887,Jovem,17.0,2727.0,Branca,Inglês,"Sim, um",Sim
121963,Jovem,18.0,2531.1,Parda,Espanhol,"Sim, um",Sim
561381,Adulto,20.0,,Parda,Inglês,Não,Não
582494,Jovem,18.0,2496.7,Branca,Espanhol,"Sim, um",Sim
63741,Adulto,19.0,2299.7,Parda,Inglês,Não,Sim
960537,Jovem,18.0,2642.5,Branca,Inglês,"Sim, um",Sim
370046,Jovem,17.0,2804.7,Parda,Espanhol,Não,Sim
48887,Jovem,18.0,2619.7,Branca,Espanhol,Não,Não
993124,Jovem,17.0,2071.8999999999996,Branca,Inglês,Não,Não
754220,Adulto,20.0,,Parda,Espanhol,Não,Não
982899,Adulto,21.0,2290.7,Parda,Inglês,Não,Sim
1095357,Jovem,18.0,2492.8999999999996,Branca,Inglês,Não,Sim
910943,Jovem,17.0,2246.1000000000004,Parda,Inglês,Não,Sim
178840,Jovem,18.0,2781.9,Parda,Inglês,"Sim, um",Não
598797,Adulto,19.0,,Parda,Espanhol,Não,Não
616035,Jovem,18.0,2276.3,Parda,Espanhol,Não,Não
868302,Jovem,17.0,2504.0,Parda,Inglês,"Sim, um",Sim
433154,Adulto,21.0,,Não declarado,Espanhol,Não,Não
922178,Jovem,18.0,1793.5,Parda,Inglês,Não,Sim
478470,Jovem,17.0,1609.9,Parda,Inglês,"Sim, um",Sim
781006,Jovem,18.0,2396.2,Parda,Espanhol,Não,Não
181483,Jovem,17.0,2212.2,Parda,Inglês,"Sim, um",Sim
579755,Jovem,17.0,1819.2,Branca,Espanhol,"Sim, um",Sim
1124592,Adulto,25.0,2283.5,Parda,Espanhol,Não,Não
405709,Jovem,17.0,2122.5,Branca,Inglês,"Sim, um",Sim
294305,Jovem,18.0,2757.4,Branca,Inglês,"Sim, um",Sim
342438,Jovem,17.0,2514.9,Parda,Espanhol,Não,Não
846034,Adulto,20.0,2289.0,Parda,Inglês,Não,Sim
1020733,Adulto,21.0,,Indígena,Espanhol,Não,Não
400236,Jovem,17.0,2267.7,Não declarado,Espanhol,"Sim, um",Sim
382408,Jovem,18.0,1973.7,Branca,Espanhol,Não,Sim
267808,Jovem,18.0,2038.1,Preta,Espanhol,Não,Não
166195,Jovem,18.0,2183.9,Preta,Espanhol,Não,Sim
551675,Jovem,18.0,,Não declarado,Espanhol,Não,Não
61655,Jovem,17.0,2205.2,Branca,Espanhol,Não,Sim
1148169,Jovem,17.0,2706.1,Branca,Espanhol,"Sim, um",Sim
609876,Adulto,38.0,2616.5,Não declarado,Espanhol,"Sim, um",Sim
1087358,Jovem,17.0,2608.8,Parda,Espanhol,"Sim, um",Sim
720861,Jovem,17.0,2753.2,Preta,Inglês,Não,Sim
1039426,Adulto,19.0,2338.1,Parda,Espanhol,Não,Não
303547,Jovem,17.0,2785.4,Parda,Inglês,"Sim, dois",Sim
521899,Jovem,18.0,2813.9,Parda,Espanhol,Não,Sim
787063,Jovem,17.0,,Parda,Espanhol,Não,Não
1164835,Jovem,16.0,2236.3,Parda,Espanhol,Não,Sim
318932,Jovem,18.0,1845.6,Parda,Inglês,Não,Sim
78976,Jovem,17.0,2968.0,Branca,Inglês,"Sim, dois",Sim
588387,Jovem,18.0,2162.6000000000004,Branca,Espanhol,"Sim, um",Sim
1043278,Jovem,18.0,,Branca,Inglês,Não,Sim
1218409,Jovem,17.0,,Parda,Espanhol,Não,Não
262897,Jovem,17.0,2368.8,Parda,Espanhol,Não,Sim
941179,Jovem,17.0,2563.6,Parda,Espanhol,Não,Sim
461981,Jovem,17.0,2441.7,Parda,Inglês,"Sim, um",Sim
647139,Jovem,18.0,2517.2,Branca,Inglês,"Sim, dois",Sim
422832,Jovem,18.0,2230.0,Parda,Inglês,Não,Não
111262,Adulto,19.0,,Branca,Inglês,"Sim, um",Sim
24030,Adulto,19.0,,Branca,Espanhol,Não,Sim
605952,Jovem,17.0,1603.3,Parda,Inglês,Não,Sim
340120,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
80548,Jovem,18.0,,Parda,Inglês,Não,Sim
67836,Adulto,20.0,2333.3,Branca,Espanhol,Não,Sim
329514,Jovem,18.0,2429.7,Parda,Espanhol,Não,Sim
893411,Adulto,20.0,,Branca,Espanhol,"Sim, um",Sim
1189548,Adulto,26.0,1863.8,Parda,Espanhol,Não,Não
530010,Jovem,17.0,2780.6,Parda,Espanhol,"Sim, um",Sim
545888,Jovem,18.0,2934.6000000000004,Branca,Inglês,"Sim, um",Sim
1147702,Jovem,18.0,2218.7,Branca,Inglês,"Sim, um",Sim
1211741,Adulto,28.0,,Branca,Inglês,Não,Não
10595,Adulto,23.0,2236.7,Parda,Espanhol,Não,Não
769881,Jovem,17.0,2635.1,Parda,Inglês,"Sim, um",Sim
1025394,Adulto,19.0,1752.9,Não declarado,Inglês,Não,Sim
1060974,Jovem,17.0,1992.8999999999999,Parda,Espanhol,Não,Sim
1102025,Jovem,18.0,2188.9,Parda,Inglês,"Sim, um",Sim
808268,Jovem,17.0,2520.6,Branca,Inglês,"Sim, um",Sim
768336,Adulto,19.0,2853.9,Branca,Espanhol,"Sim, dois",Sim
620383,Adulto,19.0,2319.8,Parda,Inglês,"Sim, um",Sim
211451,Jovem,18.0,3113.1,Preta,Espanhol,"Sim, um",Sim
34008,Jovem,18.0,2263.7,Parda,Espanhol,Não,Não
568001,Jovem,17.0,2959.1,Parda,Inglês,Não,Não
910614,Jovem,18.0,2229.2,Branca,Inglês,Não,Sim
401528,Jovem,18.0,2407.4,Parda,Inglês,Não,Não
271739,Adulto,19.0,3258.3,Parda,Espanhol,"Sim, um",Sim
217818,Jovem,17.0,2664.9,Amarela,Inglês,"Sim, um",Sim
1069706,Jovem,17.0,3001.6,Branca,Espanhol,Não,Sim
165044,Jovem,17.0,2923.2999999999997,Parda,Espanhol,Não,Não
1197684,Jovem,17.0,2260.3,Parda,Inglês,Não,Sim
848161,Jovem,17.0,1502.0,Parda,Espanhol,Não,Não
607389,Jovem,18.0,2754.3,Branca,Espanhol,"Sim, um",Sim
23303,Jovem,17.0,,Parda,Espanhol,Não,Sim
