,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
1107988,Adulto,19.0,2445.5,Parda,Espanhol,Não,Sim
500826,Jovem,16.0,2717.3,Parda,Inglês,"Sim, um",Sim
492481,Jovem,17.0,2825.1,Parda,Espanhol,"Sim, dois",Sim
758539,Adulto,22.0,,Parda,Inglês,"Sim, um",Sim
1038720,Jovem,17.0,2686.7,Branca,Inglês,"Sim, um",Sim
973439,Jovem,18.0,,Preta,Espanhol,"Sim, um",Sim
835010,Jovem,17.0,2849.6000000000004,Parda,Espanhol,"Sim, um",Sim
399334,Jovem,17.0,,Branca,Espanhol,Não,Sim
401374,Jovem,18.0,2813.6000000000004,Branca,Espanhol,"Sim, um",Sim
1117129,Jovem,17.0,1874.6,Parda,Espanhol,"Sim, um",Sim
764314,Adulto,19.0,2216.3,Parda,Espanhol,Não,Sim
485677,Adulto,58.0,,Branca,Espanhol,Não,Não
584740,Jovem,17.0,2278.7,Parda,Espanhol,Não,Não
105010,Jovem,18.0,2395.6,Parda,Espanhol,Não,Não
316382,Jovem,18.0,2877.6,Parda,Espanhol,Não,Não
842029,Jovem,17.0,2540.5,Branca,Espanhol,"Sim, um",Sim
1026245,Jovem,17.0,3170.7,Preta,Inglês,Não,Não
390701,Jovem,18.0,,Preta,Inglês,"Sim, um",Sim
1062930,Jovem,17.0,2176.9,Parda,Espanhol,Não,Sim
1018672,Jovem,18.0,2935.2000000000003,Branca,Inglês,"Sim, um",Sim
226996,Jovem,17.0,3028.3999999999996,Branca,Espanhol,"Sim, um",Sim
40736,Jovem,18.0,2934.8,Parda,Inglês,Não,Sim
769435,Jovem,17.0,2271.3,Branca,Inglês,"Sim, um",Sim
360342,Jovem,18.0,2483.9,Parda,Espanhol,"Sim, um",Sim
1053216,Jovem,17.0,1979.1,Parda,Espanhol,Não,Não
785404,Jovem,17.0,2205.9,Parda,Inglês,Não,Não
1044185,Jovem,17.0,2295.7,Parda,Inglês,"Sim, dois",Sim
763142,Jovem,17.0,2326.8,Preta,Espanhol,"Sim, um",Não
347170,Jovem,17.0,2050.1,Parda,Espanhol,"Sim, um",Sim
233801,Jovem,18.0,2151.2,Parda,Espanhol,Não,Sim
1033181,Jovem,18.0,3139.0,Branca,Inglês,Não,Sim
1017627,Jovem,18.0,2557.5,Branca,Inglês,"Sim, um",Sim
730155,Jovem,18.0,2847.9,Parda,Inglês,Não,Não
29076,Jovem,16.0,2865.3,Branca,Inglês,"Sim, um",Sim
552011,Jovem,18.0,2901.6,Parda,Espanhol,Não,Não
185880,Jovem,17.0,2642.6,Branca,Espanhol,"Sim, um",Sim
324499,Jovem,18.0,2304.2,Parda,Inglês,"Sim, um",Não
967419,Jovem,18.0,2083.3,Branca,Espanhol,"Sim, um",Sim
58072,Jovem,17.0,2625.2,Parda,Espanhol,"Sim, um",Sim
28337,Adulto,19.0,2457.9,Preta,Inglês,Não,Não
1179568,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
176099,Adulto,19.0,2303.7,Branca,Inglês,"Sim, um",Sim
1083758,Jovem,16.0,2484.3,Parda,Espanhol,"Sim, um",Sim
421933,Adulto,19.0,,Preta,Espanhol,Não,Sim
428789,Jovem,17.0,2805.7,Parda,Inglês,Não,Não
882012,Jovem,17.0,3013.0,Parda,Inglês,"Sim, um",Sim
981426,Adulto,19.0,2167.1,Preta,Inglês,Não,Não
512517,Adulto,19.0,2626.1,Parda,Espanhol,Não,Não
705685,Jovem,18.0,,Preta,Inglês,Não,Sim
198899,Adulto,19.0,3063.5,Branca,Inglês,Não,Sim
302250,Jovem,18.0,2653.1,Branca,Inglês,"Sim, um",Sim
968195,Jovem,18.0,2401.4,Preta,Espanhol,"Sim, um",Sim
94006,Jovem,17.0,3031.1,Parda,Inglês,Não,Sim
1020088,Jovem,18.0,2753.4,Parda,Espanhol,"Sim, um",Sim
48639,Jovem,18.0,,Parda,Espanhol,Não,Não
412692,Jovem,18.0,3234.8,Branca,Inglês,"Sim, um",Sim
173306,Jovem,17.0,,Parda,Espanhol,Não,Sim
423312,Jovem,17.0,2445.6000000000004,Branca,Inglês,"Sim, um",Sim
623691,Jovem,17.0,2558.6,Parda,Inglês,"Sim, um",Sim
59338,Jovem,18.0,2428.3,Branca,Espanhol,"Sim, um",Sim
1152891,Jovem,17.0,2687.0,Parda,Espanhol,Não,Não
837407,Jovem,18.0,3177.7999999999997,Parda,Espanhol,Não,Sim
833874,Jovem,17.0,2806.9,Parda,Inglês,"Sim, um",Sim
1119656,Adulto,46.0,2085.9,Parda,Espanhol,Não,Sim
63823,Jovem,17.0,,Parda,Inglês,Não,Sim
952418,Jovem,17.0,2175.0,Parda,Inglês,"Sim, um",Sim
120403,Jovem,17.0,2568.9,Parda,Espanhol,"Sim, um",Sim
947962,Jovem,18.0,2435.1,Parda,Espanhol,Não,Sim
863636,Jovem,18.0,3057.6000000000004,Parda,Inglês,Não,Não
918720,Adulto,19.0,2691.0,Parda,Espanhol,Não,Sim
629134,Adulto,20.0,2597.4,Preta,Espanhol,"Sim, um",Sim
359998,Jovem,17.0,2858.3999999999996,Parda,Espanhol,Não,Sim
197805,Jovem,18.0,2183.2,Parda,Espanhol,Não,Não
45740,Jovem,18.0,2350.4,Parda,Espanhol,"Sim, um",Sim
742686,Jovem,17.0,,Preta,Inglês,"Sim, um",Sim
680352,Adulto,19.0,2642.5,Parda,Espanhol,"Sim, um",Sim
1049489,Jovem,18.0,,Não declarado,Espanhol,Não,Sim
364772,Jovem,18.0,,Parda,Inglês,Não,Sim
907920,Jovem,18.0,2440.1,Branca,Espanhol,"Sim, um",Sim
846953,Jovem,17.0,2626.4,Branca,Espanhol,"Sim, um",Sim
754756,Adulto,19.0,,Indígena,Inglês,"Sim, um",Sim
898724,Jovem,18.0,,Parda,Espanhol,Não,Não
1245788,Adulto,20.0,2828.4,Branca,Espanhol,Não,Sim
250057,Jovem,17.0,2877.7,Parda,Espanhol,Não,Sim
600060,Jovem,17.0,2685.9,Parda,Inglês,Não,Sim
373623,Jovem,17.0,2182.5,Parda,Espanhol,Não,Não
654831,Jovem,17.0,1916.8000000000002,Parda,Inglês,"Sim, um",Sim
468418,Jovem,17.0,2646.3,Preta,Inglês,Não,Sim
522283,Jovem,18.0,1727.7,Parda,Inglês,Não,Sim
1067182,Jovem,17.0,2605.5,Branca,Espanhol,"Sim, um",Sim
541562,Jovem,17.0,2644.0,Parda,Inglês,Não,Não
969891,Jovem,17.0,3268.1,Parda,Inglês,Não,Não
267263,Jovem,18.0,,Não declarado,Espanhol,"Sim, dois",Sim
641491,Jovem,18.0,3279.7,Preta,Inglês,"Sim, um",Sim
337399,Jovem,18.0,2364.8999999999996,Parda,Espanhol,Não,Não
574376,Jovem,18.0,,Branca,Espanhol,Não,Não
909264,Jovem,18.0,1797.4,Parda,Espanhol,Não,Sim
1186327,Adulto,19.0,2285.3,Preta,Inglês,Não,Não
436903,Jovem,17.0,2687.3999999999996,Branca,Espanhol,Não,Sim
1064403,Jovem,17.0,,Parda,Espanhol,Não,Sim
961410,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
373292,Jovem,18.0,2164.5,Branca,Espanhol,Não,Sim
361276,Jovem,18.0,2326.2,Branca,Espanhol,"Sim, dois",Sim
519432,Jovem,18.0,2687.0,Preta,Inglês,"Sim, um",Sim
67683,Jovem,17.0,3486.5,Branca,Inglês,"Sim, dois",Sim
994114,Jovem,17.0,2308.6000000000004,Parda,Inglês,Não,Sim
752506,Jovem,18.0,3465.5,Preta,Inglês,"Sim, um",Sim
951605,Jovem,17.0,,Não declarado,Inglês,Não,Não
860014,Jovem,17.0,2523.0,Parda,Inglês,"Sim, dois",Sim
367599,Jovem,17.0,2989.3999999999996,Branca,Espanhol,"Sim, um",Sim
39611,Jovem,17.0,2581.1,Preta,Espanhol,Não,Sim
366767,Jovem,17.0,2267.5,Branca,Inglês,Não,Sim
223050,Jovem,18.0,3169.9,Branca,Inglês,"Sim, um",Sim
53728,Jovem,17.0,2520.2,Branca,Inglês,"Sim, três",Sim
591142,Jovem,17.0,,Amarela,Espanhol,Não,Não
790334,Adulto,26.0,,Parda,Inglês,"Sim, um",Não
365585,Jovem,17.0,2562.2,Preta,Espanhol,"Sim, um",Sim
633438,Jovem,17.0,2203.9,Branca,Espanhol,"Sim, um",Sim
149674,Jovem,17.0,2514.0,Parda,Espanhol,Não,Sim
1220047,Jovem,18.0,2379.0,Parda,Inglês,"Sim, um",Sim
289966,Jovem,18.0,2339.7,Branca,Espanhol,"Sim, um",Não
1215572,Adulto,20.0,,Branca,Inglês,Não,Não
483556,Jovem,18.0,2305.2,Parda,Espanhol,Não,Sim
388355,Jovem,18.0,2196.4,Parda,Espanhol,Não,Não
700394,Jovem,18.0,2625.0,Parda,Inglês,"Sim, um",Sim
977421,Jovem,17.0,2494.2,Preta,Espanhol,Não,Não
1211590,Jovem,18.0,,Preta,Espanhol,Não,Sim
747660,Jovem,17.0,2355.2,Parda,Inglês,Não,Sim
120681,Adulto,19.0,2395.1,Não declarado,Inglês,"Sim, um",Sim
169257,Jovem,18.0,2751.0,Branca,Inglês,"Sim, dois",Sim
383462,Jovem,18.0,2461.1,Branca,Espanhol,Não,Sim
780052,Jovem,17.0,2639.3,Parda,Espanhol,Não,Não
752518,Jovem,18.0,3452.7,Branca,Inglês,Não,Sim
824524,Adulto,19.0,,Parda,Espanhol,Não,Não
341443,Jovem,18.0,1944.1000000000001,Branca,Inglês,"Sim, um",Sim
297530,Jovem,18.0,2482.2,Parda,Inglês,Não,Não
984048,Adulto,21.0,2065.5,Parda,Espanhol,Não,Não
1136924,Adulto,19.0,,Parda,Espanhol,Não,Não
671337,Jovem,17.0,2692.3,Parda,Inglês,Não,Sim
896525,Jovem,18.0,2781.3,Branca,Inglês,"Sim, um",Sim
743853,Jovem,17.0,3144.7,Preta,Espanhol,"Sim, um",Sim
748766,Jovem,18.0,2349.0,Não declarado,Espanhol,Não,Sim
353384,Jovem,17.0,3145.7000000000003,Parda,Inglês,Não,Sim
965763,Adulto,19.0,2170.9,Preta,Espanhol,Não,Não
848315,Jovem,18.0,3391.3,Parda,Inglês,"Sim, um",Sim
378169,Jovem,18.0,,Parda,Inglês,Não,Sim
781202,Jovem,17.0,,Parda,Inglês,Não,Sim
824721,Jovem,17.0,,Preta,Inglês,Não,Não
648039,Jovem,17.0,2553.3,Preta,Inglês,Não,Sim
930686,Jovem,17.0,2479.2,Parda,Inglês,"Sim, um",Sim
906748,Jovem,16.0,,Parda,Espanhol,Não,Não
819066,Jovem,18.0,,Parda,Inglês,Não,Não
212153,Jovem,17.0,2270.6,Parda,Inglês,"Sim, um",Sim
780689,Adulto,19.0,2488.0,Preta,Espanhol,Não,Sim
669359,Jovem,17.0,2239.1,Parda,Espanhol,Não,Não
888400,Jovem,18.0,1960.8,Parda,Espanhol,Não,Não
638441,Jovem,18.0,2357.0,Preta,Espanhol,Não,Não
1235490,Adulto,21.0,2020.0,Parda,Inglês,Não,Não
360343,Jovem,17.0,2464.1000000000004,Branca,Espanhol,"Sim, um",Sim
1037235,Jovem,17.0,2259.1000000000004,Parda,Inglês,"Sim, um",Sim
1238289,Adulto,24.0,,Branca,Inglês,"Sim, um",Sim
431464,Jovem,18.0,2411.8,Parda,Inglês,Não,Sim
1205908,Adulto,20.0,,Parda,Espanhol,Não,Não
320830,Adulto,30.0,2130.2,Parda,Espanhol,Não,Sim
554593,Jovem,18.0,1726.5,Parda,Espanhol,Não,Não
665990,Jovem,17.0,2593.5,Parda,Inglês,"Sim, um",Sim
918686,Adulto,20.0,1991.1,Preta,Espanhol,Não,Não
261919,Jovem,18.0,2593.9,Branca,Espanhol,Não,Sim
442546,Jovem,17.0,2638.7000000000003,Branca,Inglês,"Sim, dois",Sim
1218905,Jovem,17.0,2694.6,Parda,Inglês,"Sim, um",Sim
270337,Jovem,18.0,2467.2,Parda,Espanhol,Não,Sim
1138167,Jovem,18.0,2232.2,Branca,Espanhol,Não,Sim
684829,Jovem,17.0,2534.7,Preta,Inglês,Não,Não
1229060,Adulto,24.0,,Branca,Inglês,Não,Sim
1138109,Adulto,20.0,2221.7,Branca,Espanhol,Não,Sim
853665,Jovem,17.0,2264.6,Branca,Espanhol,Não,Sim
929204,Jovem,17.0,2803.1,Preta,Espanhol,"Sim, um",Sim
218919,Jovem,17.0,2494.6,Parda,Espanhol,Não,Sim
83501,Jovem,18.0,2617.1,Branca,Inglês,Não,Sim
551008,Jovem,17.0,2048.3,Branca,Inglês,Não,Não
1226662,Jovem,18.0,2280.7999999999997,Branca,Inglês,Não,Sim
480501,Jovem,18.0,2922.9,Parda,Inglês,"Sim, um",Sim
818543,Jovem,18.0,3339.2,Parda,Inglês,"Sim, dois",Sim
838568,Jovem,17.0,2378.2,Branca,Espanhol,"Sim, um",Sim
187594,Jovem,17.0,2228.5,Parda,Espanhol,Não,Não
963178,Jovem,17.0,2655.7,Não declarado,Inglês,Não,Não
561294,Jovem,17.0,2724.9,Branca,Inglês,Não,Sim
862120,Jovem,18.0,,Branca,Inglês,Não,Sim
390160,Adulto,22.0,1971.5,Branca,Espanhol,Não,Sim
828550,Jovem,17.0,2324.1000000000004,Parda,Espanhol,Não,Não
66222,Jovem,18.0,2055.2999999999997,Preta,Inglês,Não,Sim
634103,Jovem,17.0,2682.3999999999996,Branca,Inglês,"Sim, um",Sim
962748,Jovem,17.0,2161.6,Branca,Espanhol,"Sim, um",Sim
995799,Jovem,17.0,2613.0,Preta,Inglês,"Sim, um",Não
539800,Jovem,17.0,2262.0,Parda,Espanhol,Não,Não
330246,Jovem,17.0,2470.1000000000004,Parda,Inglês,Não,Sim
101016,Jovem,17.0,2678.3,Branca,Inglês,"Sim, um",Sim
1199138,Adulto,19.0,,Parda,Inglês,"Sim, um",Sim
92864,Jovem,17.0,2949.2999999999997,Parda,Espanhol,"Sim, um",Sim
839971,Jovem,18.0,2865.5,Parda,Espanhol,Não,Sim
956501,Jovem,17.0,2778.7999999999997,Branca,Inglês,"Sim, um",Sim
718525,Jovem,17.0,2196.4,Parda,Inglês,Não,Não
1218188,Jovem,17.0,2326.2,Branca,Espanhol,"Sim, um",Sim
1035399,Adulto,21.0,2084.5,Parda,Espanhol,Não,Não
570511,Adulto,25.0,,Parda,Espanhol,Não,Não
689634,Jovem,17.0,2260.6000000000004,Indígena,Espanhol,Não,Sim
1079207,Jovem,17.0,2893.9,Branca,Inglês,"Sim, um",Sim
358473,Adulto,19.0,1721.4,Parda,Espanhol,Não,Sim
1002348,Jovem,18.0,,Parda,Espanhol,Não,Não
1216115,Jovem,17.0,2679.1,Parda,Espanhol,Não,Sim
866621,Jovem,17.0,3327.1,Parda,Inglês,"Sim, um",Sim
383836,Adulto,19.0,1582.1,Preta,Espanhol,Não,Sim
251411,Jovem,18.0,3329.2,Branca,Inglês,"Sim, um",Sim
983444,Jovem,18.0,2393.4,Branca,Espanhol,Não,Sim
740987,Jovem,17.0,2763.8,Parda,Espanhol,Não,Não
919526,Adulto,20.0,2322.4,Parda,Inglês,Não,Sim
1099504,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
660501,Adulto,22.0,,Parda,Espanhol,Não,Não
128970,Jovem,17.0,2178.4,Parda,Espanhol,"Sim, um",Sim
1193645,Jovem,18.0,,Parda,Inglês,Não,Não
87288,Jovem,18.0,2568.9,Preta,Espanhol,Não,Sim
1201298,Jovem,18.0,,Parda,Espanhol,Não,Sim
460804,Jovem,18.0,,Parda,Inglês,"Sim, dois",Não
946108,Adulto,19.0,2084.4,Parda,Inglês,Não,Não
1143671,Jovem,18.0,2789.0,Branca,Inglês,"Sim, um",Sim
140857,Jovem,17.0,2778.2,Parda,Espanhol,"Sim, um",Sim
410022,Jovem,17.0,2576.2,Parda,Inglês,Não,Não
310511,Jovem,17.0,2799.9,Parda,Inglês,Não,Sim
75931,Jovem,18.0,2651.3,Parda,Inglês,"Sim, um",Sim
821875,Jovem,17.0,2947.7,Branca,Inglês,"Sim, dois",Sim
574541,Jovem,18.0,2115.6,Parda,Espanhol,"Sim, um",Sim
952402,Jovem,18.0,2560.1,Parda,Espanhol,Não,Sim
449880,Jovem,18.0,2769.8,Parda,Espanhol,Não,Sim
891921,Jovem,17.0,2674.6,Parda,Espanhol,"Sim, um",Não
795845,Jovem,18.0,2126.5,Parda,Espanhol,Não,Sim
999684,Adulto,20.0,2934.1000000000004,Parda,Inglês,"Sim, um",Sim
893180,Jovem,18.0,2618.4,Parda,Espanhol,"Sim, um",Sim
1054798,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
1164524,Jovem,17.0,2354.6000000000004,Branca,Espanhol,"Sim, um",Sim
349371,Jovem,18.0,2706.8,Amarela,Inglês,Não,Sim
1188846,Jovem,17.0,2413.2,Branca,Inglês,"Sim, um",Sim
544550,Jovem,17.0,2694.5,Branca,Inglês,"Sim, um",Sim
412138,Adulto,20.0,,Parda,Inglês,Não,Não
829662,Jovem,18.0,2517.0,Branca,Inglês,Não,Não
716099,Jovem,17.0,2524.5,Parda,Espanhol,Não,Sim
659952,Adulto,19.0,2550.7,Parda,Espanhol,"Sim, um",Sim
625926,Adulto,20.0,2497.8,Preta,Inglês,Não,Não
311514,Jovem,18.0,3302.0,Branca,Espanhol,Não,Não
1191290,Jovem,17.0,2164.5,Branca,Espanhol,Não,Sim
143271,Jovem,18.0,3154.6000000000004,Parda,Inglês,Não,Sim
672248,Jovem,17.0,2280.4,Preta,Espanhol,"Sim, um",Sim
1008116,Jovem,18.0,2437.4,Parda,Inglês,"Sim, um",Sim
606691,Adulto,20.0,2757.0,Parda,Espanhol,"Sim, um",Sim
809613,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
892287,Jovem,17.0,2421.7,Parda,Espanhol,"Sim, um",Sim
839185,Jovem,18.0,2204.5,Parda,Inglês,"Sim, um",Sim
33489,Adulto,19.0,2202.5,Parda,Inglês,"Sim, um",Não
938843,Jovem,18.0,2442.6,Branca,Inglês,"Sim, um",Sim
113690,Jovem,18.0,2494.5,Preta,Inglês,Não,Sim
1112227,Adulto,21.0,1685.3000000000002,Branca,Espanhol,Não,Não
996293,Jovem,18.0,2317.8,Parda,Espanhol,Não,Sim
150803,Jovem,17.0,2441.7,Parda,Espanhol,Não,Não
1225361,Jovem,18.0,2133.1,Parda,Inglês,Não,Sim
975622,Jovem,18.0,2361.2,Branca,Espanhol,"Sim, um",Sim
542281,Jovem,18.0,2622.8,Parda,Espanhol,Não,Não
340846,Jovem,18.0,2536.3,Branca,Espanhol,"Sim, um",Sim
665855,Jovem,17.0,2824.7,Parda,Espanhol,"Sim, um",Sim
908317,Jovem,17.0,2756.0,Amarela,Espanhol,"Sim, um",Sim
229487,Jovem,18.0,2248.7,Parda,Inglês,"Sim, um",Sim
681746,Jovem,17.0,,Parda,Espanhol,Não,Sim
310274,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
272077,Jovem,18.0,2497.2,Parda,Inglês,"Sim, um",Sim
959797,Jovem,17.0,3425.8999999999996,Parda,Inglês,Não,Sim
1117413,Jovem,18.0,2694.8,Preta,Inglês,Não,Sim
943489,Adulto,43.0,1092.3,Parda,Inglês,"Sim, um",Sim
511578,Jovem,17.0,2512.8,Parda,Espanhol,Não,Sim
564148,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
662830,Adulto,19.0,,Branca,Espanhol,"Sim, um",Sim
785111,Jovem,17.0,3251.7,Branca,Espanhol,Não,Sim
1025585,Jovem,17.0,1861.9,Parda,Inglês,Não,Sim
1015014,Jovem,18.0,3351.8,Parda,Inglês,"Sim, dois",Sim
1215529,Adulto,25.0,,Parda,Espanhol,Não,Não
611228,Jovem,17.0,2075.0,Parda,Espanhol,"Sim, um",Sim
8844,Jovem,18.0,,Preta,Inglês,Não,Não
1197554,Jovem,18.0,2567.6,Parda,Inglês,"Sim, um",Sim
529072,Jovem,17.0,2884.0,Branca,Inglês,"Sim, um",Sim
901610,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
810893,Jovem,17.0,2836.7,Parda,Inglês,"Sim, um",Sim
1243345,Jovem,17.0,2527.5,Preta,Espanhol,Não,Sim
992564,Jovem,17.0,2485.9,Branca,Inglês,Não,Não
493553,Jovem,18.0,2374.7000000000003,Parda,Inglês,Não,Sim
780679,Adulto,19.0,,Parda,Espanhol,Não,Não
413178,Jovem,17.0,,Amarela,Espanhol,"Sim, um",Sim
625629,Adulto,19.0,2097.3,Parda,Inglês,"Sim, um",Sim
395117,Jovem,17.0,,Parda,Inglês,Não,Sim
296376,Jovem,18.0,2459.5,Branca,Inglês,Não,Sim
1246610,Jovem,17.0,2298.5,Parda,Inglês,"Sim, um",Sim
110958,Jovem,18.0,3028.8,Branca,Inglês,"Sim, um",Sim
59274,Jovem,18.0,3175.6,Parda,Inglês,"Sim, três",Sim
429736,Jovem,17.0,2998.3,Parda,Espanhol,Não,Não
959246,Jovem,16.0,2495.8,Preta,Espanhol,Não,Não
182507,Jovem,17.0,2530.3,Branca,Inglês,"Sim, um",Sim
1145138,Jovem,17.0,2510.1000000000004,Parda,Inglês,Não,Não
801905,Jovem,17.0,2400.1,Branca,Espanhol,"Sim, um",Sim
586757,Jovem,17.0,2992.9,Parda,Inglês,"Sim, um",Sim
570051,Jovem,17.0,2518.2,Parda,Inglês,Não,Sim
424047,Jovem,18.0,2509.5,Preta,Inglês,"Sim, um",Sim
491637,Jovem,17.0,2927.8,Parda,Inglês,"Sim, um",Sim
983348,Jovem,17.0,1593.3,Parda,Inglês,Não,Não
867314,Adulto,19.0,2466.4,Branca,Inglês,"Sim, dois",Sim
552458,Jovem,16.0,2584.4,Parda,Espanhol,Não,Não
248138,Jovem,18.0,2667.1,Parda,Inglês,Não,Sim
952871,Adulto,21.0,,Branca,Espanhol,Não,Não
980290,Jovem,17.0,2444.5,Parda,Espanhol,Não,Não
352106,Jovem,17.0,2445.5,Parda,Inglês,Não,Não
919922,Adulto,19.0,2420.1,Parda,Inglês,"Sim, um",Sim
783510,Adulto,19.0,2390.8,Parda,Espanhol,Não,Sim
709492,Jovem,17.0,2339.3,Parda,Inglês,Não,Sim
225885,Jovem,18.0,3447.4,Parda,Inglês,"Sim, um",Não
806718,Jovem,18.0,2587.2000000000003,Parda,Inglês,"Sim, um",Sim
1079464,Adulto,21.0,,Preta,Inglês,"Sim, um",Sim
187280,Jovem,17.0,2459.6,Branca,Espanhol,"Sim, um",Sim
363279,Jovem,18.0,2197.9,Parda,Inglês,Não,Sim
509599,Adulto,19.0,2430.8999999999996,Branca,Espanhol,"Sim, dois",Sim
948524,Jovem,18.0,2613.0,Não declarado,Inglês,Não,Não
825739,Jovem,18.0,,Parda,Espanhol,Não,Não
1006336,Adulto,22.0,,Parda,Espanhol,Não,Não
106477,Jovem,17.0,2344.0,Parda,Inglês,"Sim, um",Sim
207517,Jovem,18.0,,Parda,Espanhol,Não,Não
938516,Jovem,18.0,2393.4,Branca,Inglês,"Sim, um",Sim
1228580,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
980993,Jovem,18.0,,Branca,Espanhol,Não,Sim
149383,Adulto,19.0,2187.1,Parda,Espanhol,Não,Não
330946,Jovem,18.0,2186.4,Preta,Espanhol,Não,Não
971473,Jovem,18.0,2569.3,Parda,Espanhol,Não,Não
621471,Jovem,17.0,,Amarela,Espanhol,Não,Não
484876,Jovem,17.0,2926.3,Parda,Inglês,Não,Sim
598198,Adulto,19.0,1998.7,Parda,Espanhol,Não,Não
875797,Jovem,18.0,3120.4,Branca,Inglês,"Sim, um",Sim
1043473,Jovem,18.0,2462.8,Parda,Inglês,Não,Não
926501,Jovem,18.0,2247.5,Preta,Inglês,Não,Sim
1020785,Adulto,20.0,,Branca,Espanhol,Não,Não
556651,Jovem,17.0,2760.7000000000003,Branca,Inglês,"Sim, um",Sim
1002255,Jovem,17.0,2842.9,Branca,Inglês,Não,Sim
371204,Jovem,17.0,2094.6,Preta,Inglês,"Sim, um",Não
849413,Jovem,18.0,1954.9,Parda,Espanhol,Não,Não
1037650,Jovem,17.0,2296.0,Parda,Inglês,"Sim, três",Sim
125177,Jovem,18.0,2171.8,Branca,Espanhol,Não,Não
337060,Adulto,34.0,2556.9,Branca,Espanhol,"Sim, um",Sim
180489,Jovem,17.0,,Preta,Inglês,Não,Sim
1239506,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
580376,Adulto,19.0,2092.8,Parda,Espanhol,Não,Não
1084522,Jovem,17.0,2929.5,Branca,Inglês,Não,Sim
435816,Jovem,18.0,,Parda,Espanhol,Não,Não
779845,Jovem,17.0,2519.0,Parda,Espanhol,Não,Sim
352645,Jovem,18.0,2618.8,Parda,Inglês,Não,Sim
778013,Adulto,20.0,2665.0,Parda,Espanhol,"Sim, um",Sim
71430,Jovem,17.0,2770.0,Preta,Espanhol,Não,Não
100236,Jovem,18.0,2560.1,Branca,Espanhol,Não,Sim
240068,Jovem,17.0,2805.9,Branca,Inglês,"Sim, um",Sim
66854,Jovem,17.0,2764.4,Indígena,Inglês,"Sim, dois",Sim
916160,Jovem,17.0,1994.8,Amarela,Inglês,Não,Não
1037525,Jovem,18.0,,Branca,Inglês,"Sim, um",Não
738260,Jovem,18.0,,Branca,Inglês,Não,Sim
884357,Adulto,23.0,,Parda,Inglês,Não,Não
879921,Jovem,18.0,2245.3,Parda,Espanhol,Não,Não
198514,Jovem,18.0,,Parda,Espanhol,Não,Sim
253578,Jovem,17.0,2205.0,Não declarado,Inglês,Não,Sim
627883,Jovem,17.0,2105.5,Parda,Inglês,Não,Não
96418,Jovem,18.0,2637.6000000000004,Branca,Inglês,Não,Sim
123089,Jovem,18.0,,Parda,Inglês,Não,Sim
1032517,Jovem,18.0,2415.2,Preta,Espanhol,Não,Não
1000579,Jovem,18.0,2368.1,Branca,Inglês,Não,Não
392306,Adulto,19.0,2745.8,Parda,Inglês,Não,Sim
540815,Jovem,17.0,2917.3999999999996,Branca,Espanhol,"Sim, um",Sim
555128,Jovem,17.0,2830.6,Branca,Inglês,"Sim, um",Sim
818006,Jovem,17.0,2791.6000000000004,Branca,Espanhol,"Sim, um",Sim
1071962,Jovem,17.0,2636.8,Branca,Inglês,"Sim, um",Sim
462360,Jovem,18.0,2061.0,Parda,Inglês,"Sim, um",Não
1206434,Jovem,17.0,,Preta,Inglês,Não,Sim
1228856,Jovem,18.0,,Branca,Espanhol,Não,Sim
685497,Jovem,18.0,2408.0,Parda,Espanhol,Não,Não
9799,Jovem,17.0,2761.6,Parda,Inglês,"Sim, um",Sim
86037,Adulto,19.0,2515.5,Branca,Espanhol,Não,Sim
898827,Adulto,19.0,,Preta,Inglês,Não,Sim
1017543,Jovem,17.0,2461.7,Parda,Inglês,Não,Sim
1140315,Jovem,18.0,,Branca,Inglês,Não,Sim
1179533,Adulto,19.0,2212.8,Parda,Inglês,Não,Sim
569570,Adulto,20.0,2507.3999999999996,Não declarado,Espanhol,Não,Sim
141630,Adulto,19.0,2517.7000000000003,Preta,Espanhol,Não,Não
993144,Jovem,17.0,2284.9,Parda,Espanhol,Não,Não
914395,Jovem,17.0,2959.7000000000003,Branca,Inglês,Não,Sim
295975,Adulto,26.0,,Parda,Espanhol,Não,Não
393167,Jovem,18.0,2756.2,Indígena,Espanhol,Não,Não
521056,Jovem,17.0,2635.9,Branca,Espanhol,"Sim, um",Sim
284260,Jovem,17.0,2546.8,Parda,Espanhol,"Sim, um",Sim
1191384,Adulto,44.0,2254.9,Parda,Espanhol,Não,Sim
210336,Jovem,17.0,3042.2000000000003,Parda,Espanhol,"Sim, um",Não
1031398,Adulto,20.0,,Parda,Inglês,Não,Sim
