NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190004261270,2019,3519071,Hortolândia,35,SP,24,M,1,2,1,3509502.0,Campinas,35.0,SP,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519071,Hortolândia,35,SP,1,1,1,1,504.0,507.0,511.0,516.0,514.2,600.0,534.3,418.7,EECCCCBAEDDDDDAABEBE.DEEDBCBBCDEBCECDDABDBBDA,EABADACCBBCCECEEEADACACBEDBECAABAADBACBBEADDE,AEDDE99999BEBECEEBCCADEEEDEECDDCEECDECDAADBEACECBA,EAEECABBDBBCBBCECAABDBECABDEABDBABACBBDEEEEAB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,180.0,120.0,120.0,140.0,680.0,H,E,F,D,4,E,A,B,D,A,A,B,A,B,A,A,A,A,C,A,A,D,B,B,B
190005035280,2019,2408102,Natal,24,RN,18,M,1,3,2,,,,,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,0,1,1,0,,508.0,512.0,,,443.2,506.8,,,BEAECABABDDBCCBBDADBDBEDAACBDBADBEACBDABEDBCC,BAABC99999CDABAABCAECACCDBAEABCADABAADBDEABCCACACE,,0,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,100.0,120.0,120.0,120.0,100.0,560.0,A,B,C,B,3,C,A,B,C,A,A,B,B,A,A,A,A,B,B,B,A,D,A,A,B
190002707586,2019,2504603,Conde,25,PB,25,F,3,3,1,1100205.0,Porto Velho,11.0,RO,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,0,1,1,0,,509.0,514.0,,,474.2,510.0,,,EDECCCDDAECCBCBABBCACABECCEADDEDBDCACEDDCBCCA,99999ACEAEAACCCDBAAEDAEDEBDEDEBEDECEBDEADCCDEADECE,,1,,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,,1.0,100.0,40.0,40.0,100.0,0.0,280.0,B,C,D,C,2,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
190002721534,2019,2516201,Sousa,25,PB,24,F,1,1,1,2516201.0,Sousa,25.0,PB,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516201,Sousa,25,PB,1,1,1,1,506.0,509.0,514.0,517.0,482.3,481.5,528.8,525.3,BDDADDEEEDAEBEDDEAAABADBDEEBDEDEDDCDBAEDCDCDD,CCADAEDEDECAABDDEAEABECBDCEDDEDBBDBDEEDDCCACD,99999CBBDBBBCDBEBEABEADDADDEDECDDDACBCEEEDCCEEBEAC,DDEBCCDBBDDDDCDCADDDDDEAEEEBBBBBBDCAABECAAAAA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,140.0,120.0,100.0,40.0,520.0,H,H,F,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,B,B
190005541143,2019,2111300,São Luís,21,MA,21,F,1,3,1,2111300.0,São Luís,21.0,MA,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,1,1,1,1,505.0,507.0,511.0,518.0,414.8,429.2,466.1,390.9,DDCBCDABEACEAABABBBDDEADCEDBCABCEDEBADEBEDCBE,CBDACAEEEBECEEDEDCDCCBEABBABAADECCDEEBBADACDE,AEEDC99999ECBBDDDEEBACCEBBCCDEECCEAACBBDCDEEEAEADC,AACCBBBCBEEECDDECAAAAEDBEBDEEBBAEBEDBDDEEAAEB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,60.0,120.0,80.0,100.0,20.0,380.0,E,E,D,D,3,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B
190001200223,2019,2108603,Pinheiro,21,MA,24,F,1,3,1,2104305.0,Godofredo Viana,21.0,MA,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108603,Pinheiro,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
190003788446,2019,3106200,Belo Horizonte,31,MG,24,M,1,1,1,3106200.0,Belo Horizonte,31.0,MG,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1,1,1,1,505.0,509.0,514.0,518.0,533.4,550.4,569.5,554.9,CABBECADCDACEBCBAEBBCEBDDCAAEBBEBBEDBADDDAEEE,CCBCAEACABCBABBEEAECEEEBCCBCEAEAAAEBCEDDCEADA,EBBAD99999BACCCDDCEBECCDEDCADECBDDABEACAAECBCAEEAC,DEBCABDDAEBAEBAEDBEBDBECABCBADACCABADEBDCBCEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,160.0,120.0,140.0,100.0,640.0,E,E,D,B,2,F,A,D,D,B,A,B,A,A,A,A,A,A,C,B,A,D,A,D,B
190002628585,2019,2931905,Tucano,29,BA,20,M,1,3,1,2931905.0,Tucano,29.0,BA,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931905,Tucano,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,E,F,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190003243571,2019,2103406,Coelho Neto,21,MA,41,F,2,3,1,2102200.0,Buriti,21.0,MA,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103406,Coelho Neto,21,MA,1,1,1,1,506.0,510.0,513.0,517.0,487.3,453.0,400.9,417.2,DAAEEDAEDECBBCDCAABBBBBCCBABEDBACAAABBEBAECBA,AEDECEBCADEADBADBACDDABCCACEEBABBEECABCCAEEDE,99999CEADABAEDBCEDABCDACDEBDEDDCABEEEBCACCEBCEDEDA,CEDAEEDCBEAEAEBBBDCDBDECCAECADCBDDABADCCABAEB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,40.0,40.0,100.0,40.0,340.0,B,B,A,A,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190005745142,2019,3171204,Vespasiano,31,MG,28,F,2,2,1,3106200.0,Belo Horizonte,31.0,MG,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171204,Vespasiano,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,D,B,B,3,C,A,B,C,B,A,B,A,B,A,B,A,B,B,B,B,C,B,B,B
190004767575,2019,5300108,Brasília,53,DF,18,F,1,3,1,5300108.0,Brasília,53.0,DF,2,0,3,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,0,1,1,0,,510.0,513.0,,,575.8,526.5,,,EEDEAEDBCABDCDAAABABCAAACEBBABCAAACEDADBAADCE,99999BAEBBDDBCBDBAAEBCDACAACECBADBDCACAECDEECAADAE,,1,,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,,1.0,120.0,100.0,120.0,120.0,120.0,580.0,D,F,D,F,3,G,A,E,E,B,A,B,B,B,A,B,A,A,B,A,B,B,B,B,B
190001452448,2019,2927408,Salvador,29,BA,22,F,1,3,1,2927408.0,Salvador,29.0,BA,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927408,Salvador,29,BA,1,1,1,1,506.0,510.0,513.0,517.0,581.2,669.1,631.5,588.3,DECDBDADECBCDEDCABBAEACADDDCAEDDDDEBCDBECCEBB,EEBCADDBADCDCBABCCADCEEACDBEECCACACBDECDBBDCB,99999ECBBAABCCBDDDAECDDDEAADCCAEBCDCDEDEDAECBABACC,ABDDDBDCEDECCDDBEBCDDBDABDCDCADACCEBACEDCBDEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,160.0,200.0,160.0,160.0,840.0,D,C,C,B,3,C,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B
190002414333,2019,3304557,Rio de Janeiro,33,RJ,32,M,1,1,1,3304557.0,Rio de Janeiro,33.0,RJ,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,506.0,510.0,513.0,517.0,388.4,488.0,519.6,512.3,DDCADDACCCDCBCBBDCEBDDAECDADBCBCDBAEACBDBDAAD,CEDCCEABACBCAADEAAABBAACEABCCDBACDBCACCBBBADB,DBCBA99999EBCABDEAAECBDBDDACBEEDDDACDEAEBCEACDAECB,BCBADADCBCADDBBCAEAADDBBAECCDDBDCEBBCBBDCEBEC,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,140.0,120.0,100.0,140.0,600.0,E,D,D,D,4,C,A,C,D,A,A,B,B,B,A,A,A,A,C,A,A,E,A,B,B
190004900977,2019,4106902,Curitiba,41,PR,33,F,2,3,1,4106902.0,Curitiba,41.0,PR,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,1,1,1,1,503.0,508.0,512.0,515.0,558.6,622.7,573.0,632.5,CCDCBCDEBACBCDDCCACABEAECEEEDDDDCCDDACBECDADC,CBDDABBECEEEACBADCADEDBADADDEACDBEABBCAADACAC,BBEDA99999CCBBCEDCCCEAECEACBBCCACBDAADDEECACCAAEBD,DDBBEBABAECCCDDAEECDEBBEACDCCABBBABEBDCABCDCA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,180.0,180.0,160.0,140.0,820.0,H,E,F,B,3,G,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,B,B,B
190001682366,2019,3169703,Turmalina,31,MG,57,M,3,3,1,3106200.0,Belo Horizonte,31.0,MG,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121605,Diamantina,31,MG,1,1,1,1,503.0,509.0,514.0,515.0,441.1,568.2,557.7,486.4,DCEBADEDDDCCADBADAAECCCEEBBECDAEADECAACECBCBA,ACECABDCCBAAADBEECEEBEEBBACADCBABCCEBEDBBDCCB,ABBAD99999DCCCCEEDEECDADDEABEECCDCADDCEACECEACAEEE,BDBBDDDBCBEDCBDCCDCADECCDACEDDADBCBDEADCCDCAB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,120.0,600.0,C,C,C,B,1,G,B,B,C,B,A,B,A,A,A,A,A,A,B,B,B,B,A,C,B
190005776336,2019,3145000,Nova Ponte,31,MG,22,M,1,3,1,3145000.0,Nova Ponte,31.0,MG,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170206,Uberlândia,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,C,F,4,G,A,B,D,B,B,B,A,B,A,A,A,A,B,B,A,E,B,C,B
190003444195,2019,2804805,Nossa Senhora do Socorro,28,SE,22,M,1,5,1,2804805.0,Nossa Senhora do Socorro,28.0,SE,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804805,Nossa Senhora do Socorro,28,SE,1,1,1,1,503.0,507.0,511.0,515.0,543.0,519.4,424.3,634.4,CAEDBDCDCDCBBDDABBBBCAADAAAEEDBBEADCDECCECCDC,EECCABAEBADDDDAECBCDCABEBDBCDBDDBCCDBADBEEEDB,DDABE99999CDCBBEABADADEBCAAEBDACCDBDABCDAECBEABDCB,EABADEEBABCABDBBCCBEBBDEACBBADACEBDEDDEEBADAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,120.0,100.0,80.0,100.0,500.0,B,A,B,A,4,C,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190002155501,2019,3167202,Sete Lagoas,31,MG,24,F,1,1,1,3167202.0,Sete Lagoas,31.0,MG,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167202,Sete Lagoas,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,C,B,4,D,A,C,D,B,A,B,A,B,A,A,A,B,B,B,A,D,A,B,B
190005743871,2019,3144805,Nova Lima,31,MG,29,F,1,2,1,3144805.0,Nova Lima,31.0,MG,1,9,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144805,Nova Lima,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,B,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,B,D,B,B,B
190002796311,2019,2502904,Brejo dos Santos,25,PB,19,F,1,3,1,2502904.0,Brejo dos Santos,25.0,PB,2,0,2,1.0,0,25001477.0,2502904.0,Brejo dos Santos,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504306,Catolé do Rocha,25,PB,1,1,1,1,503.0,507.0,511.0,515.0,437.9,419.3,459.9,437.2,DCEECBDBECEDDDEEDDCEDBCDDECEDCDEEDABCDDEBDBDE,CEEDBCDAAEBCDEECACDEDACABDEBCAEBEEADBEBADBCCE,99999CEEBECCBDCEDCEDACCEACEEECCADDEEEBBDCEACDAECCC,DDBDBDCDADCBCBEEDDCEDCCDACDCDCADCCCDECDCDCACA,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,B,B,A,A,5,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A
190003758356,2019,2931103,Tanquinho,29,BA,17,F,1,3,1,2910800.0,Feira de Santana,29.0,BA,2,0,2,1.0,0,29111730.0,2931103.0,Tanquinho,29.0,BA,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926301,Riachão do Jacuípe,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,A,A,7,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190002074318,2019,2103307,Codó,21,MA,17,F,1,2,2,,,,,2,0,2,1.0,0,21145520.0,2103307.0,Codó,21.0,MA,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103307,Codó,21,MA,1,1,1,1,503.0,508.0,512.0,515.0,506.7,551.6,570.0,534.7,ADECDDAECBADDDDEEBCECBBEDECACDDEEDECADCDCEAEC,EAAAADBECEAEDCCBCABDABBCBDEDBCEDBBACCAECBACAE,BBADA99999CEABEECAEACEBCCBDEEBCDCBAAADCEECBECAAECD,BDBADABCADADBDBBCACCAEDCEDEDBCBDBBCBADDCDCBAE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,120.0,100.0,100.0,60.0,480.0,B,B,A,A,2,C,A,B,C,A,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A
190004369332,2019,3543402,Ribeirão Preto,35,SP,23,F,1,1,2,,,,,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543402,Ribeirão Preto,35,SP,1,1,1,1,506.0,508.0,512.0,517.0,558.8,425.5,597.4,467.0,EEDDDEECEBBEAABCECBEAACDCBADCABBABAEBCAECECDB,ABAEADDBDA..ACEBCEADBEACBDCEADBECABCABCEBDABE,BBDDA99999EDEBAECCACCAECAADBBDEDEECADDDAECDECCA.CD,ABBDCDDCACDDEBBBCAABDDEBAACABDAECDDBDABBDCCBE,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,140.0,120.0,140.0,200.0,720.0,E,E,B,D,3,E,A,C,D,B,A,B,B,B,A,B,A,B,D,A,B,D,B,B,B
190005877528,2019,4127965,Turvo,41,PR,41,F,0,1,1,4109401.0,Guarapuava,41.0,PR,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109401,Guarapuava,41,PR,1,1,1,1,504.0,509.0,514.0,516.0,517.7,567.3,583.2,680.8,ABDBAECAEABDDABACADDABEEBAABBEDBADBCAEDAACABE,CCABEEBCEBAACDBDEABEBEABAEBABEACBACAAEDBCAAAB,99999CABDBAACCCEBDEBDACDDAABAECDBBEDCCCAACCECBAEEC,DABECBADBCEBABCBADEABECCADEACCABABEDBBACDEABC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,180.0,140.0,120.0,120.0,680.0,B,B,A,A,3,E,A,C,C,B,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
